web-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url
"1556740198-5250","https://twitter.com/search?l=&q=vice%20%23vice%20since%3A2018-12-11%20until%3A2018-12-22&src=typd","@LCScreenTalk","LCScreenTalk","Screening for Vice tonight! Have heard mixed responses so I guess we'll see Haha 

#Vice #ViceMovie @vicemovie #ChristianBale #AmyAdams #DickCheney #Movies #Youtuberpic.twitter.com/7drecu9UVp","","1","4","1545356113000","5:35 PM - 20 Dec 2018","/LCScreenTalk/status/1075927638806577152"
"1556740198-5287","https://twitter.com/search?l=&q=vice%20%23vice%20since%3A2018-12-11%20until%3A2018-12-22&src=typd","@mjfit","Men's Journal + Fitness","#ChristianBale made another incredible body transformation for #Vice. https://www.mensjournal.com/health-fitness/photos-christian-bale-looks-unrecognizable-after-gaining-weight-play-dick-cheney …","","2","5","1545242449000","10:00 AM - 19 Dec 2018","/mjfit/status/1075450895645720577"
"1556740198-5308","https://twitter.com/search?l=&q=vice%20%23vice%20since%3A2018-12-11%20until%3A2018-12-22&src=typd","@JustJared","JustJared.com","Amy Adams explained on @JimmyKimmelLive why she had to reject a hug from her #Vice producer Brad Pitt - Watch here: http://www.justjared.com/2018/12/14/amy-adams-explains-to-kimmel-why-she-had-to-reject-a-hug-from-brad-pitt/ …pic.twitter.com/gDfGEmfGgs","","3","23","1544808008000","9:20 AM - 14 Dec 2018","/JustJared/status/1073628718097227777"
"1556740198-5247","https://twitter.com/search?l=&q=vice%20%23vice%20since%3A2018-12-11%20until%3A2018-12-22&src=typd","@daiIyadams","daily amy adams","Amy Adams and Jake Gyllenhaal at the screening of #Vice yesterday in NY. (Dec. 20, 2018) pic.twitter.com/1pYdnsl6tT","","1","12","1545408664000","8:11 AM - 21 Dec 2018","/daiIyadams/status/1076148052208041984"
"1556740198-5279","https://twitter.com/search?l=&q=vice%20%23vice%20since%3A2018-12-11%20until%3A2018-12-22&src=typd","@FarrierCollins","Farrier Collins","""Can you feel it Dick? Half the room wants to be us and the other half fears us."" 

Can't wait to see this duo reunited onscreen again. Christian Bale and Amy Adams are amazing talents. #ViceMovie opens December 25th. #Vice #AnnapurnaPicturespic.twitter.com/R2KlOpLHvy","","3","8","1545362361000","7:19 PM - 20 Dec 2018","/FarrierCollins/status/1075953844478066688"
"1556740198-5321","https://twitter.com/search?l=&q=vice%20%23vice%20since%3A2018-12-11%20until%3A2018-12-22&src=typd","@daiIyadams","daily amy adams","Amy Adams attending at LA premiere of #Vice. (December 12, 2018) pic.twitter.com/uZLXJncny7","1","15","43","1544588320000","8:18 PM - 11 Dec 2018","/daiIyadams/status/1072707281786163200"
"1556740198-5314","https://twitter.com/search?l=&q=vice%20%23vice%20since%3A2018-12-11%20until%3A2018-12-22&src=typd","@thehuve","Scott Huver","I talk transformations, improvisations and prevarications with @vicemovie's all-star cast - including #ChristianBale, #AmyAdams & #SteveCarell and filmmaker @GhostPanther at the premiere: http://bit.ly/2Bd07Rw  #Vice #ViceMovie #DickCheney","","5","7","1544651337000","1:48 PM - 12 Dec 2018","/thehuve/status/1072971592672567297"
"1556740198-5237","https://twitter.com/search?l=&q=vice%20%23vice%20since%3A2018-12-11%20until%3A2018-12-22&src=typd","@MickLaSalle","Mick LaSalle","Dick Cheney biopic ‘Vice’ fails at being serious, despite Christian Bale transformation https://datebook.sfchronicle.com/movies-tv/dick-cheney-biopic-vice-fails-at-being-serious-despite-christian-bale-transformation …   #Vice","2","2","5","1545413202000","9:26 AM - 21 Dec 2018","/MickLaSalle/status/1076167086752161792"
"1556740198-5223","https://twitter.com/search?l=&q=vice%20%23vice%20since%3A2018-12-11%20until%3A2018-12-22&src=typd","@dannicholls","Dan Nicholls","I don’t think #Vice is a complete home run but it is deliriously entertaining, skillfully constructed, and led by a phenomenal performance from Christian Bale. Are you pissed off? “Vice” is pissed off! Let’s be pissed off together. #ViceMovie","","2","9","1545074828000","11:27 AM - 17 Dec 2018","/dannicholls/status/1074747844727312385"
"1556740198-5310","https://twitter.com/search?l=&q=vice%20%23vice%20since%3A2018-12-11%20until%3A2018-12-22&src=typd","@PNemiroff","Perri Nemiroff","Never thought I'd close out the year with 2 Christian Bale interviews! #Mowgli chat is up and running right now. #Vice conversation coming soon! https://www.youtube.com/watch?v=eBUdMv9YBKA&t= …","5","12","63","1544745686000","4:01 PM - 13 Dec 2018","/PNemiroff/status/1073367321152913409"
"1556740198-5234","https://twitter.com/search?l=&q=vice%20%23vice%20since%3A2018-12-11%20until%3A2018-12-22&src=typd","@donnieduchin","Donnie Duchin Duya","""Avoid #idleness and idle people; carry out your #duties. Whenever you are #idle, you are in serious #danger of falling into #sin, because idleness teaches us all kinds of #vice.""

- St. John Bosco","","4","9","1544794015000","5:26 AM - 14 Dec 2018","/donnieduchin/status/1073570028103106561"
"1556740198-5257","https://twitter.com/search?l=&q=vice%20%23vice%20since%3A2018-12-11%20until%3A2018-12-22&src=typd","@amconmag","The American Conservative","NEW: @TellyDavidson rips conservatives offended by new #Vice biopic starring Christian Bale. http://bit.ly/2Bw5KKy","","3","8","1545105286000","7:54 PM - 17 Dec 2018","/amconmag/status/1074875595258032128"
"1556740198-5253","https://twitter.com/search?l=&q=vice%20%23vice%20since%3A2018-12-11%20until%3A2018-12-22&src=typd","@DanielleSATM","Danielle Solzman","The @vicemovie embargo is up. #Vice is one of the best films that @GhostPanther has ever done and an amazing #Anchorman callback nonetheless. Give Christian Bale the Oscar right now.  My review of #ViceMovie:http://www.solzyatthemovies.com/2018/12/17/vice-give-christian-bale-oscar/ …","","3","6","1545066238000","9:03 AM - 17 Dec 2018","/DanielleSATM/status/1074711816482230272"
"1556740198-5285","https://twitter.com/search?l=&q=vice%20%23vice%20since%3A2018-12-11%20until%3A2018-12-22&src=typd","@DenofGeekUS","Den of Geek News!","We spoke to #Vice star Amy Adams on becoming Lynne Cheney, working with Christian Bale, and more! @vicemoviepic.twitter.com/7fUvvmfwYB","","5","7","1545344100000","2:15 PM - 20 Dec 2018","/DenofGeekUS/status/1075877252066246656"
"1556740198-5222","https://twitter.com/search?l=&q=vice%20%23vice%20since%3A2018-12-11%20until%3A2018-12-22&src=typd","@GraceRandolph","Grace Randolph","WOW - so #Annapurna put out the wrong embargo AGAIN for #Vice and pushed it back until Monday.  Worried about the RT score? We'll see...","25","12","293","1544725239000","10:20 AM - 13 Dec 2018","/GraceRandolph/status/1073281562010107910"
"1556740198-5225","https://twitter.com/search?l=&q=vice%20%23vice%20since%3A2018-12-11%20until%3A2018-12-22&src=typd","@RoadrunnerA","Roadrunner     ⏳","Saudi Arabia reminds public that Christmas Trees are strictly Banned  

https://www.rt.com/news/446616-saudi-christmas-tree-ban/ … 

The 'Committee for the Promotion of #Virtue & Prevention of #Vice' has told all state & private institutions to avoid any manifestations of the holi day spirit.

 Bah humbug!","1","7","3","1545055362000","6:02 AM - 17 Dec 2018","/RoadrunnerA/status/1074666199177416704"
"1556740198-5231","https://twitter.com/search?l=&q=vice%20%23vice%20since%3A2018-12-11%20until%3A2018-12-22&src=typd","@ViceFilmUK","ViceFilmUK","Power is one hell of a vice.... #Vice is in cinemas Jan 25 pic.twitter.com/Yfc24tPoQA","","6","20","1545240208000","9:23 AM - 19 Dec 2018","/ViceFilmUK/status/1075441498303447041"
"1556740198-5333","https://twitter.com/search?l=&q=vice%20%23vice%20since%3A2018-12-11%20until%3A2018-12-22&src=typd","@karenveramayhag","KarenVeramayHagerty","Could Dick Chaney have looked like Christian Bale with a makeover? #vice","1","2","4","1544497869000","7:11 PM - 10 Dec 2018","/karenveramayhag/status/1072327900844589056"
