web-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url
"1556740763-5581","https://twitter.com/search?l=&q=a%20star%20is%20born%20%23astarisborn%20since%3A2018-10-12%20until%3A2018-11-01&src=typd","@ScottMendelson","Scott Mendelson","'A Star Is Born' Tops The Thursday Box Office, But 'Venom' Is Leggier Than 'Logan' via @forbes by @ScottMendelson  https://www.forbes.com/sites/scottmendelson/2018/10/12/lady-gagas-a-star-is-born-tops-the-box-office-but-venom-is-leggier-than-logan/#6495c4b93da0 …
#Venom #TomHardy #BoxOffice #LadyGaga #AStarIsBorn #Oscars #BradleyCooper #Logan #HughJackman","3","8","20","1539354107000","7:21 AM - 12 Oct 2018","/ScottMendelson/status/1050753400038543361"
"1556740763-5479","https://twitter.com/search?l=&q=a%20star%20is%20born%20%23astarisborn%20since%3A2018-10-12%20until%3A2018-11-01&src=typd","@vanessa_marie96","Vanessa McTillmon","If you haven’t seen #AStarIsBorn or want to read my thoughts on the movie, check out my review in the @ntdaily! 

‘A Star Is Born’ reminds audiences of what they’ve been missing https://www.ntdaily.com/a-star-is-born-reminds-audiences-of-what-theyve-been-missing/ … via @ntdaily","","1","8","1539801482000","11:38 AM - 17 Oct 2018","/vanessa_marie96/status/1052629827155611648"
"1556740763-5484","https://twitter.com/search?l=&q=a%20star%20is%20born%20%23astarisborn%20since%3A2018-10-12%20until%3A2018-11-01&src=typd","@HanifMaliki16","Malikiw","BIG THX ‘NOBAR A STAR IS BORN’ @LadyGagaIndo @GagaNewsINDO @MONSTASHOPINDO #astarisborn pic.twitter.com/rKB8OEYBZy","","8","15","1540042517000","6:35 AM - 20 Oct 2018","/HanifMaliki16/status/1053640801714991104"
"1556740763-5584","https://twitter.com/search?l=&q=a%20star%20is%20born%20%23astarisborn%20since%3A2018-10-12%20until%3A2018-11-01&src=typd","@TheSoniaShow","Sonia Mansfield","I had so much fun talking about all the versions of A STAR IS BORN with @BrooklynFitChik from @bookversusmovie & @bestneighbors but especially the 2018 film starring Bradley Cooper & Lady Gaga. http://www.dorkingoutshow.com/dorking-out-episode-132-the-star-is-born-edition/ … #AStarIsBorn pic.twitter.com/VE2YdKlGHk","","5","4","1539313924000","8:12 PM - 11 Oct 2018","/TheSoniaShow/status/1050584861369491456"
"1556740763-5579","https://twitter.com/search?l=&q=a%20star%20is%20born%20%23astarisborn%20since%3A2018-10-12%20until%3A2018-11-01&src=typd","@BoxOffice","Boxoffice","A STAR IS BORN 
$4.515M Thursday Estimate (-2% from Wednesday)
$66.16M Domestic Total 
#AStarIsBorn #BoxOffice","","10","34","1539358332000","8:32 AM - 12 Oct 2018","/BoxOffice/status/1050771122122309633"
"1556740763-5496","https://twitter.com/search?l=&q=a%20star%20is%20born%20%23astarisborn%20since%3A2018-10-12%20until%3A2018-11-01&src=typd","@d_may03","Daisy-May Parsons","The entire soundtrack from ‘A Star is Born’ is breathtaking. @ladygaga is extraordinary. The body of work is so diverse and the song writing is just so special #AStarIsBorn","","1","8","1540368543000","1:09 AM - 24 Oct 2018","/d_may03/status/1055008252407234560"
"1556740763-5597","https://twitter.com/search?l=&q=a%20star%20is%20born%20%23astarisborn%20since%3A2018-10-12%20until%3A2018-11-01&src=typd","@bmcquillen","Bill McQuillen","Everything the critics have said about A Star is Born is right. James Mason is captivating. #AStarIsBorn","","1","4","1539307847000","6:30 PM - 11 Oct 2018","/bmcquillen/status/1050559374169640960"
"1556740763-5587","https://twitter.com/search?l=&q=a%20star%20is%20born%20%23astarisborn%20since%3A2018-10-12%20until%3A2018-11-01&src=typd","@YoRexieBoy","Rex Anthony","The last scene/song on ‘A Star Is Born’ is very powerful. So powerful I cried a bit. #AStarIsBorn","","","","1539311633000","7:33 PM - 11 Oct 2018","/YoRexieBoy/status/1050575250184794112"
"1556740763-5586","https://twitter.com/search?l=&q=a%20star%20is%20born%20%23astarisborn%20since%3A2018-10-12%20until%3A2018-11-01&src=typd","@BradfordAndrews","Bradford Andrews","Go see A Star is Born asap, but don’t plan anything for a couple of hours afterward.  You’ll need that time to pull yourself together.  #AStarIsBorn","","","","1539311773000","7:36 PM - 11 Oct 2018","/BradfordAndrews/status/1050575839350456321"
"1556740763-5499","https://twitter.com/search?l=&q=a%20star%20is%20born%20%23astarisborn%20since%3A2018-10-12%20until%3A2018-11-01&src=typd","@markommster","markommster","A Star Is Born has passed La La Land’s domestic total (despite being Rated R)  #AStarIsBorn pic.twitter.com/vxnGr6WRgv","1","2","5","1541020040000","2:07 PM - 31 Oct 2018","/markommster/status/1057740830184800266"
